Type;Shop;On_Sale;For;Known_Brand;Leather;Color;Prijs
boots;online;yes;male;yes;yes;brown;308,25
boots;online;yes;female;yes;yes;brown;222,75
boots;online;no;male;yes;yes;brown;526,5
boots;online;no;female;yes;yes;brown;315
boots;online;yes;male;yes;yes;gray;321,3
boots;online;yes;female;yes;yes;gray;371,7
boots;online;no;male;yes;yes;gray;265,5
boots;online;no;female;yes;yes;gray;495
boots;online;yes;male;yes;yes;white;299,25
boots;online;yes;female;yes;yes;white;226,8
boots;online;no;male;yes;yes;white;445,5
boots;online;no;female;yes;yes;white;193,5
boots;online;yes;female;yes;yes;red;113,4
boots;online;no;female;yes;yes;red;292,5
boots;online;yes;male;yes;yes;blue;157,5
boots;online;yes;female;yes;yes;blue;146,25
boots;online;no;male;yes;yes;blue;216
boots;online;no;female;yes;yes;blue;490,5
wedges;online;yes;female;yes;no;black;23,4
wedges;online;no;female;yes;no;black;92,7
wedges;online;yes;female;yes;no;brown;78,12
wedges;online;no;female;yes;no;brown;90
wedges;online;yes;female;yes;no;gray;64,89
wedges;online;no;female;yes;no;gray;80,1
wedges;online;yes;female;yes;no;white;35,28
wedges;online;no;female;yes;no;white;89,1
wedges;online;yes;female;yes;no;red;58,05
wedges;online;no;female;yes;no;red;136,8
wedges;online;yes;female;yes;no;blue;39,15
wedges;online;no;female;yes;no;blue;45,9
sneakers;online;yes;male;yes;no;black;70,875
sneakers;online;yes;female;yes;no;black;74,925
sneakers;online;no;male;yes;no;black;125,55
sneakers;online;no;female;yes;no;black;89,1
sneakers;online;yes;male;yes;no;brown;152,145
sneakers;online;no;male;yes;no;brown;39,15
sneakers;online;yes;male;yes;no;gray;80,325
sneakers;online;yes;female;yes;no;gray;40,5
sneakers;online;no;male;yes;no;gray;109,35
sneakers;online;no;female;yes;no;gray;148,5
sneakers;online;yes;male;yes;no;white;70,2
sneakers;online;yes;female;yes;no;white;74,655
sneakers;online;no;male;yes;no;white;166,05
sneakers;online;no;female;yes;no;white;160,65
sneakers;online;yes;male;yes;no;red;80,325
sneakers;online;yes;female;yes;no;red;82,215
sneakers;online;no;male;yes;no;red;176,85
sneakers;online;no;female;yes;no;red;162
sneakers;online;yes;male;yes;no;blue;118,125
sneakers;online;yes;female;yes;no;blue;89,1
sneakers;online;no;male;yes;no;blue;182,25
sneakers;online;no;female;yes;no;blue;137,7
heals;online;yes;female;yes;no;black;64,05
heals;online;no;female;yes;no;black;186,9
heals;online;yes;female;yes;no;brown;80,85
heals;online;no;female;yes;no;brown;174,3
heals;online;yes;female;yes;no;gray;122,85
heals;online;no;female;yes;no;gray;174,3
heals;online;yes;female;yes;no;white;76,65
heals;online;no;female;yes;no;white;184,8
heals;online;yes;female;yes;no;red;139,65
heals;online;no;female;yes;no;red;235,2
heals;online;yes;female;yes;no;blue;74,55
heals;online;no;female;yes;no;blue;231
sandals;online;yes;male;yes;no;black;32,13
sandals;online;yes;female;yes;no;black;44,1
sandals;online;no;male;yes;no;black;42,3
sandals;online;no;female;yes;no;black;43,2
sandals;online;yes;male;yes;no;brown;20,475
sandals;online;yes;female;yes;no;brown;13,05
sandals;online;no;male;yes;no;brown;49,05
sandals;online;no;female;yes;no;brown;41,85
sandals;online;yes;male;yes;no;gray;25,875
sandals;online;yes;female;yes;no;gray;16,425
sandals;online;no;male;yes;no;gray;70,65
sandals;online;no;female;yes;no;gray;46,8
sandals;online;yes;male;yes;no;white;29,475
sandals;online;yes;female;yes;no;white;20,925
sandals;online;no;male;yes;no;white;42,75
sandals;online;no;female;yes;no;white;54,45
sandals;online;yes;male;yes;no;red;26,325
sandals;online;yes;female;yes;no;red;14,85
sandals;online;no;male;yes;no;red;24,3
sandals;online;no;female;yes;no;red;30,15
sandals;online;yes;male;yes;no;blue;13,05
sandals;online;yes;female;yes;no;blue;22,95
sandals;online;no;male;yes;no;blue;39,6
sandals;online;no;female;yes;no;blue;40,05
boots;online;yes;male;yes;no;black;123,9
boots;online;yes;female;yes;no;black;258,3
boots;online;no;male;yes;no;black;339
boots;online;no;female;yes;no;black;291
boots;online;yes;male;yes;no;brown;196,5
boots;online;yes;female;yes;no;brown;111
boots;online;no;male;yes;no;brown;336
boots;online;no;female;yes;no;brown;330
boots;online;yes;male;yes;no;gray;231
boots;online;yes;female;yes;no;gray;117
boots;online;no;male;yes;no;gray;330
boots;online;no;female;yes;no;gray;255
boots;online;yes;male;yes;no;white;109,5
boots;online;yes;female;yes;no;white;134,4
boots;online;no;male;yes;no;white;393
boots;online;no;female;yes;no;white;225
boots;online;yes;female;yes;no;red;142,5
boots;online;no;female;yes;no;red;192
boots;online;yes;male;yes;no;blue;136,5
boots;online;yes;female;yes;no;blue;4,5
boots;online;no;male;yes;no;blue;201
boots;online;no;female;yes;no;blue;171
wedges;online;yes;female;yes;yes;black;66,15
wedges;online;no;female;yes;yes;black;126,9
wedges;online;yes;female;yes;yes;brown;60,75
wedges;online;no;female;yes;yes;brown;213,3
wedges;online;yes;female;yes;yes;gray;78,435
wedges;online;no;female;yes;yes;gray;124,2
wedges;online;yes;female;yes;yes;white;35,775
wedges;online;no;female;yes;yes;white;116,1
wedges;online;yes;female;yes;yes;red;40,5
wedges;online;no;female;yes;yes;red;136,35
wedges;online;yes;female;yes;yes;blue;85,05
wedges;online;no;female;yes;yes;blue;151,2
sneakers;online;yes;male;yes;yes;black;111,9825
sneakers;online;yes;female;yes;yes;black;51,6375
sneakers;online;no;male;yes;yes;black;291,6
sneakers;online;no;female;yes;yes;black;328,05
sneakers;online;yes;male;yes;yes;brown;147,42
sneakers;online;no;male;yes;yes;brown;141,75
sneakers;online;yes;male;yes;yes;gray;137,7
sneakers;online;yes;female;yes;yes;gray;116,235
sneakers;online;no;male;yes;yes;gray;174,15
sneakers;online;no;female;yes;yes;gray;257,175
sneakers;online;yes;male;yes;yes;white;58,725
sneakers;online;yes;female;yes;yes;white;58,1175
sneakers;online;no;male;yes;yes;white;228,825
sneakers;online;no;female;yes;yes;white;226,8
sneakers;online;yes;male;yes;yes;red;104,2875
sneakers;online;yes;female;yes;yes;red;163,0125
sneakers;online;no;male;yes;yes;red;267,3
sneakers;online;no;female;yes;yes;red;261,225
sneakers;online;yes;male;yes;yes;blue;117,6525
sneakers;online;yes;female;yes;yes;blue;175,77
sneakers;online;no;male;yes;yes;blue;212,625
sneakers;online;no;female;yes;yes;blue;172,125
heals;online;yes;female;yes;yes;black;100,8
heals;online;no;female;yes;yes;black;374,85
heals;online;yes;female;yes;yes;brown;140,175
heals;online;no;female;yes;yes;brown;318,15
heals;online;yes;female;yes;yes;gray;119,7
heals;online;no;female;yes;yes;gray;166,95
heals;online;yes;female;yes;yes;white;231,525
heals;online;no;female;yes;yes;white;308,7
heals;online;yes;female;yes;yes;red;299,88
heals;online;no;female;yes;yes;red;390,6
heals;online;yes;female;yes;yes;blue;207,9
heals;online;no;female;yes;yes;blue;245,7
sandals;online;yes;male;yes;yes;black;24,3
sandals;online;yes;female;yes;yes;black;29,295
sandals;online;no;male;yes;yes;black;77,625
sandals;online;no;female;yes;yes;black;124,2
sandals;online;yes;male;yes;yes;brown;41,175
sandals;online;yes;female;yes;yes;brown;25,9875
sandals;online;no;male;yes;yes;brown;84,375
sandals;online;no;female;yes;yes;brown;44,55
sandals;online;yes;male;yes;yes;gray;19,2375
sandals;online;yes;female;yes;yes;gray;41,175
sandals;online;no;male;yes;yes;gray;51,975
sandals;online;no;female;yes;yes;gray;73,575
sandals;online;yes;male;yes;yes;white;67,095
sandals;online;yes;female;yes;yes;white;37,8
sandals;online;no;male;yes;yes;white;86,4
sandals;online;no;female;yes;yes;white;35,1
sandals;online;yes;male;yes;yes;red;40,5
sandals;online;yes;female;yes;yes;red;55,35
sandals;online;no;male;yes;yes;red;78,3
sandals;online;no;female;yes;yes;red;36,45
sandals;online;yes;male;yes;yes;blue;44,415
sandals;online;yes;female;yes;yes;blue;40,1625
sandals;online;no;male;yes;yes;blue;74,925
sandals;online;no;female;yes;yes;blue;75,6
boots;online;yes;male;yes;yes;black;252
boots;online;yes;female;yes;yes;black;200,25
boots;online;no;male;yes;yes;black;369
boots;online;no;female;yes;yes;black;369
boots;online;yes;male;yes;yes;brown;283,5
boots;online;yes;female;yes;yes;brown;99
boots;online;no;male;yes;yes;brown;423
boots;online;no;female;yes;yes;brown;486
boots;online;yes;male;yes;yes;gray;180
boots;online;yes;female;yes;yes;gray;256,5
boots;online;no;male;yes;yes;gray;441
boots;online;no;female;yes;yes;gray;324
boots;online;yes;male;yes;yes;white;236,25
boots;online;yes;female;yes;yes;white;207
boots;online;no;male;yes;yes;white;396
boots;online;no;female;yes;yes;white;355,5
boots;online;yes;female;yes;yes;red;321,3
boots;online;no;female;yes;yes;red;202,5
boots;online;yes;male;yes;yes;blue;277,2
boots;online;yes;female;yes;yes;blue;189
boots;online;no;male;yes;yes;blue;328,5
boots;online;no;female;yes;yes;blue;540
wedges;online;yes;female;yes;no;black;49,14
wedges;online;no;female;yes;no;black;104,4
wedges;online;yes;female;yes;no;brown;81,27
wedges;online;no;female;yes;no;brown;85,5
wedges;online;yes;female;yes;no;gray;48,6
wedges;online;no;female;yes;no;gray;107,1
wedges;online;yes;female;yes;no;white;44,1
wedges;online;no;female;yes;no;white;104,4
wedges;online;yes;female;yes;no;red;27,9
wedges;online;no;female;yes;no;red;119,7
wedges;online;yes;female;yes;no;blue;31,5
wedges;online;no;female;yes;no;blue;40,5
sneakers;online;yes;male;yes;no;black;95,85
sneakers;online;yes;female;yes;no;black;66,15
sneakers;online;no;male;yes;no;black;152,55
sneakers;online;no;female;yes;no;black;120,15
sneakers;online;yes;male;yes;no;brown;46,575
sneakers;online;no;male;yes;no;brown;10,8
sneakers;online;yes;male;yes;no;gray;112,455
sneakers;online;yes;female;yes;no;gray;85,995
sneakers;online;no;male;yes;no;gray;126,9
sneakers;online;no;female;yes;no;gray;151,2
sneakers;online;yes;male;yes;no;white;38,475
sneakers;online;yes;female;yes;no;white;52,65
sneakers;online;no;male;yes;no;white;180,9
sneakers;online;no;female;yes;no;white;159,3
sneakers;online;yes;male;yes;no;red;58,59
sneakers;online;yes;female;yes;no;red;22,95
sneakers;online;no;male;yes;no;red;112,05
sneakers;online;no;female;yes;no;red;143,1
sneakers;online;yes;male;yes;no;blue;86,4
sneakers;online;yes;female;yes;no;blue;69,525
sneakers;online;no;male;yes;no;blue;89,1
sneakers;online;no;female;yes;no;blue;147,15
heals;online;yes;female;yes;no;black;68,25
heals;online;no;female;yes;no;black;149,1
heals;online;yes;female;yes;no;brown;84
heals;online;no;female;yes;no;brown;132,3
heals;online;yes;female;yes;no;gray;96,6
heals;online;no;female;yes;no;gray;153,3
heals;online;yes;female;yes;no;white;95,55
heals;online;no;female;yes;no;white;180,6
heals;online;yes;female;yes;no;red;129,36
heals;online;no;female;yes;no;red;178,5
heals;online;yes;female;yes;no;blue;143,85
heals;online;no;female;yes;no;blue;247,8
sandals;online;yes;male;yes;no;black;32,13
sandals;online;yes;female;yes;no;black;12,6
sandals;online;no;male;yes;no;black;22,95
sandals;online;no;female;yes;no;black;18,45
sandals;online;yes;male;yes;no;brown;40,05
sandals;online;yes;female;yes;no;brown;40,635
sandals;online;no;male;yes;no;brown;48,6
sandals;online;no;female;yes;no;brown;31,95
sandals;online;yes;male;yes;no;gray;14,85
sandals;online;yes;female;yes;no;gray;26,1
sandals;online;no;male;yes;no;gray;66,15
sandals;online;no;female;yes;no;gray;22,05
sandals;online;yes;male;yes;no;white;19,575
sandals;online;yes;female;yes;no;white;21,825
sandals;online;no;male;yes;no;white;18
sandals;online;no;female;yes;no;white;56,25
sandals;online;yes;male;yes;no;red;19,8
sandals;online;yes;female;yes;no;red;35,325
sandals;online;no;male;yes;no;red;39,6
sandals;online;no;female;yes;no;red;50,4
sandals;online;yes;male;yes;no;blue;20,79
sandals;online;yes;female;yes;no;blue;18,225
sandals;online;no;male;yes;no;blue;29,25
sandals;online;no;female;yes;no;blue;50,4
boots;online;yes;male;yes;no;black;291,9
boots;online;yes;female;yes;no;black;172,2
boots;online;no;male;yes;no;black;339
boots;online;no;female;yes;no;black;255
boots;online;yes;male;yes;no;brown;216,3
boots;online;yes;female;yes;no;brown;204
boots;online;no;male;yes;no;brown;312
boots;online;no;female;yes;no;brown;207
boots;online;yes;male;yes;no;gray;111
boots;online;yes;female;yes;no;gray;142,5
boots;online;no;male;yes;no;gray;282
boots;online;no;female;yes;no;gray;222
boots;online;yes;male;yes;no;white;157,5
boots;online;yes;female;yes;no;white;207
boots;online;no;male;yes;no;white;276
boots;online;no;female;yes;no;white;282
boots;online;yes;female;yes;no;red;51
boots;online;no;female;yes;no;red;231
boots;online;yes;male;yes;no;blue;121,8
boots;online;yes;female;yes;no;blue;132
boots;online;no;male;yes;no;blue;348
boots;online;no;female;yes;no;blue;438
wedges;online;yes;female;yes;yes;black;145,53
wedges;online;no;female;yes;yes;black;129,6
wedges;online;yes;female;yes;yes;brown;85,05
wedges;online;no;female;yes;yes;brown;168,75
wedges;online;yes;female;yes;yes;gray;77,625
wedges;online;no;female;yes;yes;gray;166,05
wedges;online;yes;female;yes;yes;white;83,025
wedges;online;no;female;yes;yes;white;75,6
wedges;online;yes;female;yes;yes;red;78,3
wedges;online;no;female;yes;yes;red;130,95
wedges;online;yes;female;yes;yes;blue;72,765
wedges;online;no;female;yes;yes;blue;106,65
sneakers;online;yes;male;yes;yes;black;139,725
sneakers;online;yes;female;yes;yes;black;76,95
sneakers;online;no;male;yes;yes;black;127,575
sneakers;online;no;female;yes;yes;black;214,65
sneakers;online;yes;male;yes;yes;brown;162
sneakers;online;no;male;yes;yes;brown;204,525
sneakers;online;yes;male;yes;yes;gray;110,3625
sneakers;online;yes;female;yes;yes;gray;102,06
sneakers;online;no;male;yes;yes;gray;303,75
sneakers;online;no;female;yes;yes;gray;210,6
sneakers;online;yes;male;yes;yes;white;117,45
sneakers;online;yes;female;yes;yes;white;100,6425
sneakers;online;no;male;yes;yes;white;255,15
sneakers;online;no;female;yes;yes;white;226,8
sneakers;online;yes;male;yes;yes;red;65,8125
sneakers;online;yes;female;yes;yes;red;102,2625
sneakers;online;no;male;yes;yes;red;174,15
sneakers;online;no;female;yes;yes;red;208,575
sneakers;online;yes;male;yes;yes;blue;130,41
sneakers;online;yes;female;yes;yes;blue;95,175
sneakers;online;no;male;yes;yes;blue;139,725
sneakers;online;no;female;yes;yes;blue;182,25
heals;online;yes;female;yes;yes;black;193,725
heals;online;no;female;yes;yes;black;478,8
heals;online;yes;female;yes;yes;brown;102,375
heals;online;no;female;yes;yes;brown;538,65
heals;online;yes;female;yes;yes;gray;321,93
heals;online;no;female;yes;yes;gray;330,75
heals;online;yes;female;yes;yes;white;143,325
heals;online;no;female;yes;yes;white;248,85
heals;online;yes;female;yes;yes;red;275,625
heals;online;no;female;yes;yes;red;248,85
heals;online;yes;female;yes;yes;blue;135,45
heals;online;no;female;yes;yes;blue;400,05
sandals;online;yes;male;yes;yes;black;38,1375
sandals;online;yes;female;yes;yes;black;42,8625
sandals;online;no;male;yes;yes;black;77,625
sandals;online;no;female;yes;yes;black;59,4
sandals;online;yes;male;yes;yes;brown;40,1625
sandals;online;yes;female;yes;yes;brown;41,85
sandals;online;no;male;yes;yes;brown;54
sandals;online;no;female;yes;yes;brown;91,8
sandals;online;yes;male;yes;yes;gray;41,85
sandals;online;yes;female;yes;yes;gray;36,7875
sandals;online;no;male;yes;yes;gray;67,5
sandals;online;no;female;yes;yes;gray;74,925
sandals;online;yes;male;yes;yes;white;69,525
sandals;online;yes;female;yes;yes;white;45,8325
sandals;online;no;male;yes;yes;white;35,775
sandals;online;no;female;yes;yes;white;105,975
sandals;online;yes;male;yes;yes;red;55,755
sandals;online;yes;female;yes;yes;red;27,3375
sandals;online;no;male;yes;yes;red;120,825
sandals;online;no;female;yes;yes;red;78,975
sandals;online;yes;male;yes;yes;blue;36,7875
sandals;online;yes;female;yes;yes;blue;25,9875
sandals;online;no;male;yes;yes;blue;45,9
sandals;online;no;female;yes;yes;blue;31,725
boots;online;yes;male;yes;yes;black;195,75
boots;online;yes;female;yes;yes;black;214,2
boots;online;no;male;yes;yes;black;535,5
boots;online;no;female;yes;yes;black;405
boots;online;yes;male;yes;yes;brown;344,25
